residential,,,,,,,,,,,,,,,,,,,,,,,,,,,
,residential,,,,,,,,,,,,,,,,,,,,,,,,,,
,,apartment,apartment,studio,,,,,,,,,,,,,,,,,,,,,,,
,,dormitory,dorm,fraternity_house,fraternity,,,,,,,,,,,,,,,,,,,,,,
,,house,house,carriage_house,deckhouse,semidetached_house,townhouse,condominium,condo,condominum,affordable_housing,,,,,,,,,,,,,,,,
,,residential,bungalow,cabin,hut,lodge,mansion,mobile_home,residence,,,,,,,,,,,,,,,,,,
,,home,,,,,,,,,,,,,,,,,,,,,,,,,
service,,,,,,,,,,,,,,,,,,,,,,,,,,,
,education,,,,,,,,,,,,,,,,,,,,,,,,,,
,,college,college_building,,,,,,,,,,,,,,,,,,,,,,,,
,,childcare,childcare_facility,day_care,,,,,,,,,,,,,,,,,,,,,,,
,,preschool,,,,,,,,,,,,,,,,,,,,,,,,,
,,kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,
,,school,high_school,music_school,classroom,,,,,,,,,,,,,,,,,,,,,,
,,library,university_library,,,,,,,,,,,,,,,,,,,,,,,,
,,university,,,,,,,,,,,,,,,,,,,,,,,,,
,,education,academic,academic_building,,,,,,,,,,,,,,,,,,,,,,,
,health,,,,,,,,,,,,,,,,,,,,,,,,,,
,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,
,,dentist,dentist_office,,,,,,,,,,,,,,,,,,,,,,,,
,,doctor,doctor,,,,,,,,,,,,,,,,,,,,,,,,
,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,
,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,
,,health_center,,,,,,,,,,,,,,,,,,,,,,,,,
,,nursing_home,,,,,,,,,,,,,,,,,,,,,,,,,
,,medical,,,,,,,,,,,,,,,,,,,,,,,,,
,,health,healthcare,,,,,,,,,,,,,,,,,,,,,,,,
,,mental_health_clinic,,,,,,,,,,,,,,,,,,,,,,,,,
,religiou,,,,,,,,,,,,,,,,,,,,,,,,,,
,,buddhist,christian,christian_anglican,christian_catholic,christian_evangelical,christian_lutheran,christian_methodist,christian_orthodox,christian_protestant,hindu,jewish,muslim,muslim_shia,muslim_sunni,sikh,taoist,cathedral,chapel,church,monastery,mosque,religion,presbytery,religiou,,
,transportation,,,,,,,,,,,,,,,,,,,,,,,,,,
,,transportation,,,,,,,,,,,,,,,,,,,,,,,,,
,,airport,airfield,helipad,apron,,,,,,,,,,,,,,,,,,,,,,
,,bus_station,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,
,,train_station,railway_station,railway_halt,tram_stop,subway_entrance,,,,,,,,,,,,,,,,,,,,,
,,car_rental,car_sharing,,,,,,,,,,,,,,,,,,,,,,,,
,,taxi,taxi_rank,,,,,,,,,,,,,,,,,,,,,,,,
,,ferry_terminal,,,,,,,,,,,,,,,,,,,,,,,,,
,,fuel,service,gas_station,,,,,,,,,,,,,,,,,,,,,,,
,,parking,garage,garage,parking_multistorey,parking_underground,vending_parking,parking_site,parking_lot,car_park,parking_structure,parking_space,,,,,,,,,,,,,,,
,,parking_bicycle,,,,,,,,,,,,,,,,,,,,,,,,,
,finance,,,,,,,,,,,,,,,,,,,,,,,,,,
,,bank,,,,,,,,,,,,,,,,,,,,,,,,,
,,atm,,,,,,,,,,,,,,,,,,,,,,,,,
,other,,,,,,,,,,,,,,,,,,,,,,,,,,
,,government,government,courthouse,embassy,municipal,town_hall,,,,,,,,,,,,,,,,,,,,
,,police,police_station,,,,,,,,,,,,,,,,,,,,,,,,
,,post_office,post_box,post_office,us_post_office,,,,,,,,,,,,,,,,,,,,,,
,,community_centre,community_center,,,,,,,,,,,,,,,,,,,,,,,,
,,fire_station,fire_department,fire_department,,,,,,,,,,,,,,,,,,,,,,,
,,prison,jail_house,jail,,,,,,,,,,,,,,,,,,,,,,,
,,telephone,,,,,,,,,,,,,,,,,,,,,,,,,
,,public_building,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,
,leisure,,,,,,,,,,,,,,,,,,,,,,,,,,
,,cinema,,,,,,,,,,,,,,,,,,,,,,,,,
,,bar,pub,nightclub,,,,,,,,,,,,,,,,,,,,,,,
,,theatre,theater,concert_hall,,,,,,,,,,,,,,,,,,,,,,,
,,theme_park,,,,,,,,,,,,,,,,,,,,,,,,,
,,zoo,,,,,,,,,,,,,,,,,,,,,,,,,
,,museum,arts_centre,arts_center,,,,,,,,,,,,,,,,,,,,,,,
,,casino,,,,,,,,,,,,,,,,,,,,,,,,,
,shopping,,,,,,,,,,,,,,,,,,,,,,,,,,
,,kiosk,newsagent,vending_machine,vending_cigarette,vending_any,,,,,,,,,,,,,,,,,,,,,
,,shop,clothe,shoe_shop,outdoor_shop,bicycle_shop,bookshop,car_dealership,computer_shop,furniture_shop,gift_shop,jeweller,mobile_phone_shop,sports_shop,stationery,toy_shop,video_shop,store,retail,optician,garden_centre,general,florist,chemist,retail_store,store,shopping
,,supermarket,butcher,convenience,greengrocer,grocery_store,grocery,,,,,,,,,,,,,,,,,,,,
,,mall,department_store,market_place,shopping_center,,,,,,,,,,,,,,,,,,,,,,
,food,,,,,,,,,,,,,,,,,,,,,,,,,,
,,beverage,biergarten,,,,,,,,,,,,,,,,,,,,,,,,
,,deli,,,,,,,,,,,,,,,,,,,,,,,,,
,,restaurant,food_court,,,,,,,,,,,,,,,,,,,,,,,,
,,cafe,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,
,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,
,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,
,,food_and_drink,food,,,,,,,,,,,,,,,,,,,,,,,,
,lifestyle,,,,,,,,,,,,,,,,,,,,,,,,,,
,,laundry,,,,,,,,,,,,,,,,,,,,,,,,,
,,beauty_shop,hairdresser,,,,,,,,,,,,,,,,,,,,,,,,
,,car_wash,car_repair,,,,,,,,,,,,,,,,,,,,,,,,
,,hotel,hostel,motel,bed_and_breakfast,guesthouse,chalet,inn,,,,,,,,,,,,,,,,,,,
,,recycling,recycling_clothe,recycling_glas,recycling_metal,recycling_paper,,,,,,,,,,,,,,,,,,,,,
,,stadium,,,,,,,,,,,,,,,,,,,,,,,,,
,,veterinary,,,,,,,,,,,,,,,,,,,,,,,,,
,,travel_agent,,,,,,,,,,,,,,,,,,,,,,,,,
,other,,,,,,,,,,,,,,,,,,,,,,,,,,
,,commercial,commercial;greenhou,commercial;ye,,,,,,,,,,,,,,,,,,,,,,,
busines,,,,,,,,,,,,,,,,,,,,,,,,,,,
,busines,,,,,,,,,,,,,,,,,,,,,,,,,,
,,industrial,,,,,,,,,,,,,,,,,,,,,,,,,
,,office,,,,,,,,,,,,,,,,,,,,,,,,,
,,company,,,,,,,,,,,,,,,,,,,,,,,,,
,,factory,quarry,power_station,,,,,,,,,,,,,,,,,,,,,,,
,,convention_center,convention_centre,conference_center,,,,,,,,,,,,,,,,,,,,,,,
recreational,,,,,,,,,,,,,,,,,,,,,,,,,,,
,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,
,,sports_centre,sports_house,sports_complex,sports_hall,recreational_center,gymnasium,gym,,,,,,,,,,,,,,,,,,,
,,swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,
,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,
,,nature,beach,cave_entrance,cliff,glacier,peak,spring,tree,volcano,nature_reserve,forest,meadow,orchard,vineyard,scrub,gras,national_park,basin,,,,,,,,
,,water,waterfall,reservoir,river,dock,glacier,wetland,,,,,,,,,,,,,,,,,,,
,,park,allotment,recreation_ground,village_green,,,,,,,,,,,,,,,,,,,,,,
,,farm,farmland,farmyard,,,,,,,,,,,,,,,,,,,,,,,
,,bicycle_rental,,,,,,,,,,,,,,,,,,,,,,,,,
,,golf_course,,,,,,,,,,,,,,,,,,,,,,,,,
,,dog_park,,,,,,,,,,,,,,,,,,,,,,,,,
,,ice_rink,ice_skating_rink,,,,,,,,,,,,,,,,,,,,,,,,
,,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,
,,pitch,,,,,,,,,,,,,,,,,,,,,,,,,
,,playground,playground,,,,,,,,,,,,,,,,,,,,,,,,
,,track,,,,,,,,,,,,,,,,,,,,,,,,,
,,viewpoint,observation_tower,,,,,,,,,,,,,,,,,,,,,,,,
,,attraction,monument,memorial,castle,ruin,archaeological,battlefield,fort,aerialway_station,,,,,,,,,,,,,,,,,
,,hunting_stand,,,,,,,,,,,,,,,,,,,,,,,,,
,,graveyard,cemetery,,,,,,,,,,,,,,,,,,,,,,,,
,,tennis_court,,,,,,,,,,,,,,,,,,,,,,,,,
,,shelter,alpine_hut,,,,,,,,,,,,,,,,,,,,,,,,
,,camp_site,caravan_site,,,,,,,,,,,,,,,,,,,,,,,,
,,tourism,tourist_info,tourist_map,tourist_board,tourist_guidepost,,,,,,,,,,,,,,,,,,,,,